year,quarter,t_count,t_count_1,t_count_3,t_count_6,t_count_8,t_count_18,t_count_25,t_count_27,t_count_36,t_count_40,t_volume,t_volume_1,t_volume_3,t_volume_6,t_volume_8,t_volume_18,t_volume_25,t_volume_27,t_volume_36,t_volume_40,t_rate,t_rate_1,t_rate_3,t_rate_6,t_rate_8,t_rate_18,t_rate_25,t_rate_27,t_rate_36,t_rate_40,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,tp_15,tp_16,tp_17,tp_18,tp_19,tp_20,tp_21,tp_22,tp_23,tp_24,tp_25,tp_26,tp_27,tp_28,tp_29,tp_30,tp_31,tp_32,tp_33,tp_34,tp_35,tp_36,tp_37,tp_38,tp_39,tp_40
2001,4,2111,81,119,499,308,44,82,4,63,452,5.59e+11,3.43e+10,7.69e+10,1.31e+11,9.14e+10,7.88e+09,1.43e+10,4.41e+08,5.26e+10,5.58e+10,240.4225,233.6667,195.6522,248.1897,221.0885,200,,,234.4828,256.0653,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,1,1962,75,74,822,260,38,74,12,43,321,4.32e+11,1.69e+10,6.85e+10,1.20e+11,7.88e+10,9.09e+09,1.98e+10,2.35e+09,3.11e+10,4.67e+10,242.2849,257.1429,175,263.5135,242.5926,200,200,200,203.8462,246.4567,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,2,2236,66,127,967,263,43,79,20,48,331,6.52e+11,3.56e+10,1.68e+11,1.91e+11,8.45e+10,7.23e+09,1.84e+10,1.95e+09,4.17e+10,5.34e+10,249.0517,215.7143,190,268.3621,241.5094,200,200,250,220,256.4246,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,3,2256,70,95,1095,251,46,78,16,38,301,5.37e+11,1.77e+10,9.15e+10,1.84e+11,1.02e+11,1.18e+10,1.35e+10,2.38e+09,1.93e+10,4.87e+10,255.1197,242.6471,202.7027,276.7677,224.1379,200,425,,209.0909,259.058,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,4,2098,89,84,945,261,71,70,20,33,286,5.50e+11,3.90e+10,7.04e+10,1.91e+11,9.43e+10,2.38e+10,1.57e+10,1.21e+09,1.55e+10,5.60e+10,256.3452,253.8462,191.6667,262.126,289.8148,180,350,500,278.5714,252.027,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,1,2168,90,57,1169,199,64,66,20,38,261,4.95e+11,3.19e+10,5.86e+10,1.95e+11,8.11e+10,2.26e+10,1.58e+10,1.66e+09,1.58e+10,3.58e+10,237.7933,236.8421,177.2727,241.9524,220.3704,175,100,300,204.7619,245.8661,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,2,2270,68,114,1117,257,65,68,27,29,319,6.87e+11,1.26e+10,1.18e+11,2.38e+11,1.35e+11,1.42e+10,2.17e+10,3.82e+09,4.06e+10,6.17e+10,235.4505,238.4615,190.625,253.3333,225.7143,200,202.5,,192.3077,235.1271,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,3,2523,71,78,1403,218,75,57,30,30,337,5.39e+11,2.83e+10,6.31e+10,2.07e+11,9.86e+10,1.97e+10,1.97e+10,2.63e+09,1.08e+10,4.56e+10,240.7623,241.6667,187.8788,270.625,227.7778,200,400,300,200,234.7403,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,4,2369,88,74,1212,245,68,81,56,37,310,6.10e+11,2.55e+10,5.72e+10,2.39e+11,1.12e+11,3.45e+10,2.12e+10,5.02e+09,1.62e+10,5.83e+10,226.0369,200,177.7778,239.2617,221.1538,200,200,500,193.75,228.2051,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,1,2445,86,41,1369,190,78,82,48,37,314,5.41e+11,2.02e+10,4.09e+10,2.27e+11,8.48e+10,2.10e+10,1.93e+10,4.31e+09,3.30e+10,4.72e+10,228.9474,225,184.6154,241.1017,234.375,200,400,,200,226.0163,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,2,2518,116,99,1248,240,104,67,73,33,342,8.84e+11,3.65e+10,1.29e+11,3.25e+11,1.79e+11,3.06e+10,1.47e+10,5.37e+09,3.68e+10,6.77e+10,217.3028,208.6956,182.8947,226.5774,214.2857,200,100,,200,223.4568,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,3,2660,99,62,1400,263,106,72,80,44,325,7.55e+11,4.81e+10,5.92e+10,3.03e+11,1.46e+11,3.17e+10,1.36e+10,8.56e+09,1.75e+10,6.98e+10,230.3444,268.4211,191.6667,239.2628,200,193.75,200,450,204.7619,234.965,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,4,2586,141,39,1247,339,104,75,117,46,246,9.31e+11,7.82e+10,5.05e+10,3.22e+11,2.05e+11,4.40e+10,2.45e+10,1.62e+10,6.10e+10,7.07e+10,230.7243,230.4348,187.5,240.1478,223.8095,200,233.3333,357.1429,201.7241,215.6129,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,1,2665,113,15,1451,245,101,47,130,47,311,7.65e+11,5.11e+10,2.27e+10,2.91e+11,1.62e+11,3.32e+10,1.99e+10,1.96e+10,5.23e+10,4.78e+10,223.6111,223.3333,175,232.4,206.6667,200,200,400,214.2857,223.0392,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,2,2783,96,38,1397,352,116,76,165,65,252,1.12e+12,4.77e+10,5.44e+10,4.26e+11,2.69e+11,3.97e+10,2.89e+10,1.81e+10,9.48e+10,7.35e+10,215.7216,223.8095,171.4286,218.7783,200,171.4286,,300,225.8333,213.4615,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,3,2958,119,23,1379,323,124,90,203,74,401,9.42e+11,6.86e+10,2.91e+10,3.39e+11,1.57e+11,7.07e+10,3.70e+10,2.64e+10,5.64e+10,6.91e+10,225.3307,217.3913,200,219.697,206.6667,200,250,360,193.1035,232.9646,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,4,2602,114,22,1113,307,133,73,203,65,320,1.11e+12,6.30e+10,3.50e+10,3.82e+11,1.73e+11,7.23e+10,2.53e+10,2.75e+10,1.42e+11,8.88e+10,216.4712,213.4615,,210.1852,220,200,300,418.1818,200,214.6409,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,1,2862,135,9,1267,268,126,70,196,88,441,9.14e+11,5.60e+10,1.30e+10,3.11e+11,1.17e+11,6.06e+10,2.49e+10,2.26e+10,1.52e+11,7.96e+10,219.279,235,,222.5,200,200,200,,197.5,229.5455,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,2,2815,160,11,1283,264,168,73,195,85,289,1.29e+12,9.23e+10,2.50e+10,4.86e+11,1.74e+11,8.58e+10,4.74e+10,2.42e+10,1.71e+11,9.21e+10,211.5873,220.8333,166.6667,209.0419,200,200,300,300,206.7568,216.3121,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,3,3069,137,10,1337,273,153,64,245,81,445,1.06e+12,6.73e+10,1.69e+10,3.70e+11,1.15e+11,9.55e+10,4.46e+10,3.29e+10,1.38e+11,7.65e+10,230.1879,205.8824,233.3333,223.1746,226.6667,183.3333,550,400,202.9412,230.1339,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,4,2771,146,23,1219,259,162,81,212,98,286,1.22e+12,8.71e+10,3.92e+10,3.79e+11,1.86e+11,1.09e+11,3.63e+10,2.72e+10,1.86e+11,7.14e+10,227.1033,195.4545,200,229.2958,226.4706,200,200,371.4286,205.4054,228.9682,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,1,2825,167,7,1250,171,177,82,209,85,429,1.13e+12,1.06e+11,7.30e+09,3.54e+11,9.29e+10,1.64e+11,4.09e+10,2.73e+10,1.72e+11,8.66e+10,210.2837,216.6667,100,216.4835,200,200,200,400,197.1429,212.3596,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,2,2847,175,14,1248,230,205,91,241,94,262,1.52e+12,1.39e+11,1.50e+10,5.44e+11,1.42e+11,2.09e+11,4.35e+10,3.06e+10,1.22e+11,8.21e+10,209.2643,222.7273,200,203.0769,200,200,537.5,400,198.5294,209.4017,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,3,2981,179,11,1121,274,191,90,221,100,465,1.35e+12,9.17e+10,2.25e+10,4.15e+11,8.92e+10,1.82e+11,6.04e+10,3.46e+10,2.19e+11,1.02e+11,217.4437,227.6786,200,224.5,214.2857,200,200,300,200,216.9811,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,4,2414,137,15,1033,143,147,121,217,105,272,1.24e+12,1.11e+11,2.46e+10,4.24e+11,5.52e+10,1.66e+11,6.09e+10,2.99e+10,2.24e+11,6.40e+10,225.7544,202.9412,166.6667,235.3488,244.4444,200,200,400,215.2174,226.1628,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,1,2559,130,4,1040,197,141,155,217,62,404,8.68e+11,6.94e+10,2.65e+09,3.04e+11,4.81e+10,6.85e+10,6.03e+10,2.76e+10,1.70e+11,6.46e+10,223.9712,212.5,200,223.75,200,200,200,500,207.5,229.7059,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,2,2372,94,4,1111,140,125,178,223,67,214,1.02e+12,5.00e+10,3.90e+09,4.67e+11,4.48e+10,9.14e+10,9.87e+10,4.34e+10,1.16e+11,4.92e+10,217.5205,228.5714,200,215.051,213.6364,200,300,300,221.7391,217.9012,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,3,2475,96,11,953,208,122,169,153,69,430,7.60e+11,3.84e+10,1.07e+10,2.53e+11,4.52e+10,6.77e+10,6.93e+10,2.21e+10,1.19e+11,5.45e+10,227.6709,216.6667,166.6667,218.4375,271.4286,200,,366.6667,213.1579,246.5753,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2008,4,1485,59,9,583,150,53,128,75,49,238,7.49e+11,4.55e+10,1.43e+10,2.26e+11,3.95e+10,4.17e+10,6.64e+10,1.42e+10,1.94e+11,6.97e+10,228.1214,200,200,235.1875,250,200,400,,218.75,223.1481,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,1,1702,41,1,624,184,21,126,68,26,472,5.24e+11,4.06e+10,3.00e+08,2.31e+11,3.92e+10,2.76e+09,5.10e+10,5.78e+09,6.20e+10,5.92e+10,230.1056,200,,242.2131,187.5,,200,,200,215.9091,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,2,1498,29,5,707,181,24,136,69,15,188,5.63e+11,2.13e+10,9.60e+09,2.78e+11,3.91e+10,7.81e+09,5.36e+10,8.87e+09,4.52e+10,5.04e+10,224.6774,200,200,226.2987,266.6667,,200,,200,226.9231,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,3,1769,29,1,694,223,26,129,64,13,413,5.24e+11,2.09e+10,4.00e+08,1.91e+11,4.72e+10,2.83e+09,6.03e+10,6.03e+09,5.29e+09,6.49e+10,223.3577,200,200,226.1905,200,200,200,,200,220.5357,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,4,1664,51,3,718,227,39,146,69,28,194,6.13e+11,3.37e+10,1.43e+10,2.75e+11,4.93e+10,9.59e+09,6.87e+10,1.03e+10,2.96e+10,4.65e+10,224.1667,200,,224.4444,225,200,200,,211.1111,234.2593,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,1,1928,38,6,754,246,31,155,81,24,416,5.71e+11,2.04e+10,7.97e+09,2.58e+11,5.29e+10,5.76e+09,5.79e+10,1.13e+10,3.52e+10,6.76e+10,227.5862,200,200,206.4103,225,,200,2000,206.25,236.3636,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,2,1895,45,8,919,213,45,166,79,33,183,9.52e+11,4.15e+10,1.07e+10,5.95e+11,5.63e+10,1.03e+10,6.54e+10,1.24e+10,2.40e+10,5.05e+10,220.679,300,200,212.069,300,200,300,,192.8571,237.8378,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,3,2225,48,1,925,219,77,163,75,37,441,8.10e+11,3.53e+10,3.50e+09,3.80e+11,5.88e+10,2.21e+10,5.88e+10,1.65e+10,8.56e+10,7.94e+10,218.5083,200,200,214.2857,200,200,500,500,223.0769,218.0851,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,4,2092,58,11,971,231,60,160,59,58,238,9.46e+11,3.16e+10,2.73e+10,4.86e+11,8.28e+10,1.64e+10,5.80e+10,1.07e+10,6.95e+10,7.28e+10,217.0616,225,200,218.75,200,200,,200,216.6667,218,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,1,2362,61,5,1092,175,53,153,66,32,491,9.81e+11,3.55e+10,5.21e+09,5.62e+11,4.83e+10,1.79e+10,6.06e+10,9.65e+09,5.75e+10,8.99e+10,225.5869,350,200,222.069,200,200,,,220,222.8571,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,2,2438,84,3,1338,203,54,156,65,56,210,1.20e+12,4.56e+10,1.70e+09,7.54e+11,7.33e+10,1.77e+10,5.49e+10,1.35e+10,6.82e+10,8.64e+10,209.127,250,200,208.9286,233.3333,,200,200,200,208.3333,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,3,2722,91,2,1204,252,64,191,82,51,553,1.09e+12,4.23e+10,2.25e+09,5.48e+11,7.09e+10,2.98e+10,7.98e+10,1.19e+10,8.86e+10,1.28e+11,212.2222,240,200,207.9646,,200,,,200,222.449,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2011,4,2341,96,8,1220,202,60,155,100,44,238,1.10e+12,4.51e+10,1.50e+10,6.67e+11,6.31e+10,2.40e+10,6.84e+10,1.37e+10,6.36e+10,8.04e+10,212.3457,200,200,213.1737,200,200,,,215.3846,216.2791,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,1,2476,90,3,1091,207,39,154,87,30,538,8.68e+11,3.77e+10,1.45e+09,4.34e+11,4.73e+10,7.64e+09,7.45e+10,1.73e+10,5.24e+10,1.05e+11,215.2709,185.7143,,216.5414,216.6667,200,,,200,232.2581,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,2,2240,101,3,1132,205,47,148,102,43,218,9.81e+11,5.32e+10,4.98e+09,5.52e+11,6.81e+10,1.26e+10,8.66e+10,1.15e+10,4.37e+10,6.11e+10,214.2857,200,200,216.6667,200,,,,200,220.9677,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,3,2489,93,5,1052,219,60,140,119,54,481,8.75e+11,5.45e+10,7.14e+09,4.01e+11,4.94e+10,1.20e+10,5.93e+10,1.54e+10,8.02e+10,9.27e+10,209.4937,200,200,207.9208,200,200,,,211.7647,213.6364,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,4,2549,108,5,1309,196,58,154,113,57,234,1.08e+12,7.32e+10,4.71e+09,6.09e+11,5.92e+10,1.77e+10,6.67e+10,1.68e+10,7.29e+10,5.42e+10,211.9748,200,200,212.2641,200,,,,191.6667,225,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,1,2616,79,4,1204,195,44,183,134,38,478,1.02e+12,4.03e+10,3.62e+09,5.80e+11,6.20e+10,1.93e+10,7.22e+10,1.91e+10,7.42e+10,7.25e+10,220.9035,225,266.6667,216.7971,200,,,,200,248,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,2,2601,64,3,1427,227,50,162,128,34,226,1.26e+12,3.11e+10,2.11e+09,7.49e+11,9.12e+10,3.50e+10,7.75e+10,2.24e+10,5.86e+10,6.24e+10,211.3537,228.5714,,210.8844,200,200,200,300,200,217.5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,3,2792,91,,1270,216,48,186,146,46,494,1.17e+12,3.51e+10,,6.11e+11,9.19e+10,2.60e+10,6.65e+10,2.03e+10,1.29e+11,8.82e+10,214.0553,280,,214.4295,200,,,,200,206.0606,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,4,2667,113,3,1437,219,73,157,123,62,230,1.45e+12,4.74e+10,8.23e+09,8.46e+11,9.72e+10,3.79e+10,1.47e+11,2.87e+10,8.13e+10,5.99e+10,212.2111,200,,213.6538,200,200,,,200,213.0435,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2014,1,3,,,2,,,,,,,1.64e+09,,,1.47e+09,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
